Var1,Var2,cgmlst,SNP
DW389,DW365,218,1022
DW390,DW365,98,271
DW391,DW365,98,282
DW392,DW365,91,258
DW395,DW365,256,1243
DW396,DW365,275,1809
DW397,DW365,90,248
DW398,DW365,198,996
DW401,DW365,89,280
DW402,DW365,291,1982
DW405,DW365,252,1728
DW409,DW365,273,1561
DW410,DW365,89,253
DW413,DW365,101,271
DW414,DW365,79,251
DW415,DW365,167,1002
DW418,DW365,132,455
DW420,DW365,276,1848
DW423,DW365,292,2001
DW425,DW365,86,220
DW427,DW365,80,239
DW428,DW365,258,1628
DW429,DW365,194,1025
DW430,DW365,284,1968
DW432,DW365,265,1854
DW433,DW365,280,1863
DW434,DW365,269,1981
DW435,DW365,276,1852
DW436,DW365,194,989
DW438,DW365,98,292
DW439,DW365,272,1853
DW441,DW365,289,2071
DW442,DW365,269,1950
DW443,DW365,269,1782
DW444,DW365,100,278
DW446,DW365,272,1763
DW448,DW365,105,427
DW449,DW365,259,1743
DW450,DW365,271,1832
DW451,DW365,98,262
DW452,DW365,279,1760
DW454,DW365,287,1997
DW456,DW365,127,455
DW458,DW365,290,1963
DW460,DW365,260,1758
DW462,DW365,92,302
DW463,DW365,106,507
DW464,DW365,249,1705
DW481,DW365,246,1463
DW482,DW365,290,2078
DW483,DW365,258,1932
DW484,DW365,83,238
DW485,DW365,19,63
DW486,DW365,263,1570
DW487,DW365,94,442
DW488,DW365,271,1802
DW489,DW365,286,1869
M2282,DW365,269,1770
M2300,DW365,266,1860
M2321,DW365,268,1743
M2341,DW365,269,1890
M30,DW365,256,1772
M6090,DW365,264,1836
M6151,DW365,264,1824
M6257,DW365,265,1824
M6270,DW365,271,1866
M6280,DW365,284,2023
M6282,DW365,197,1264
M6283,DW365,241,1464
M6284,DW365,264,1883
M6285,DW365,272,1897
M6286,DW365,265,1841
M6303,DW365,275,1900
M6312,DW365,262,1863
M6320,DW365,275,1971
M6327,DW365,261,1823
M6328,DW365,279,1905
M6475,DW365,260,1831
M6489,DW365,76,217
M6593,DW365,260,1697
M6604,DW365,269,1886
M6711,DW365,192,1040
M6713,DW365,268,1839
R32G,DW365,251,1844
TW10_5G,DW365,252,1849
TW10_6G,DW365,252,1845
TW48-5G,DW365,252,1843
UTMB_10G,DW365,252,1843
DW368,DW366,259,1610
DW369,DW366,271,1577
DW370,DW366,258,1706
DW371,DW366,295,1938
DW372,DW366,228,1311
DW373,DW366,191,998
DW374,DW366,226,1723
DW375,DW366,222,1312
DW376,DW366,278,1676
DW377,DW366,306,2007
DW379,DW366,5,12
DW380,DW366,39,127
DW381,DW366,299,1979
DW382,DW366,295,1889
DW383,DW366,301,1983
DW384,DW366,279,1740
DW385,DW366,300,2059
DW387,DW366,265,1493
DW388,DW366,306,1987
DW389,DW366,280,1821
DW390,DW366,277,1742
DW391,DW366,277,1747
DW392,DW366,274,1695
DW395,DW366,269,1201
DW396,DW366,235,1322
DW397,DW366,271,1707
DW398,DW366,252,1632
DW401,DW366,264,1715
DW402,DW366,290,1883
DW405,DW366,209,1245
DW409,DW366,310,1628
DW410,DW366,277,1566
DW413,DW366,276,1679
DW414,DW366,249,1661
DW415,DW366,267,1594
DW418,DW366,291,1840
DW420,DW366,289,1830
DW423,DW366,297,1823
DW425,DW366,274,1681
DW427,DW366,278,1694
DW428,DW366,24,66
DW429,DW366,251,1663
DW430,DW366,301,1955
DW432,DW366,277,1870
DW433,DW366,306,2030
DW434,DW366,301,2062
DW435,DW366,298,1927
DW436,DW366,252,1614
DW438,DW366,279,1756
DW439,DW366,300,1935
DW441,DW366,310,2117
DW442,DW366,301,2035
DW443,DW366,235,1296
DW444,DW366,278,1740
DW446,DW366,226,1326
DW448,DW366,268,1673
DW449,DW366,235,1432
DW450,DW366,305,1889
DW451,DW366,277,1709
DW452,DW366,291,1800
DW454,DW366,287,1885
DW456,DW366,289,1848
DW458,DW366,303,1951
DW460,DW366,222,1293
DW462,DW366,277,1761
DW463,DW366,265,1735
DW464,DW366,227,1381
DW481,DW366,289,1836
DW482,DW366,312,2111
DW483,DW366,285,2042
DW484,DW366,272,1733
DW485,DW366,275,1677
DW486,DW366,126,532
DW487,DW366,229,1744
DW488,DW366,298,1988
DW489,DW366,322,2013
M2282,DW366,290,1935
M2300,DW366,284,1913
M2321,DW366,296,1819
M2341,DW366,286,1793
M30,DW366,278,1812
M6090,DW366,291,1917
M6151,DW366,291,1895
M6257,DW366,288,1881
M6270,DW366,298,1919
M6280,DW366,310,2038
M6282,DW366,274,1855
M6283,DW366,268,1776
M6284,DW366,295,1941
M6285,DW366,277,1753
M6286,DW366,276,1725
M6303,DW366,293,1916
M6312,DW366,289,1950
M6320,DW366,294,2059
M6327,DW366,288,1900
M6328,DW366,300,1938
M6475,DW366,281,1837
M6489,DW366,270,1735
M6593,DW366,285,1797
M6604,DW366,269,1683
M6711,DW366,250,1682
M6713,DW366,228,1374
R32G,DW366,276,1895
TW10_5G,DW366,277,1895
TW10_6G,DW366,277,1897
TW48-5G,DW366,277,1892
UTMB_10G,DW366,277,1896
DW369,DW368,165,893
DW370,DW368,204,1154
DW371,DW368,280,1732
DW372,DW368,253,1640
DW373,DW368,262,1568
DW374,DW368,192,1156
DW375,DW368,249,1592
DW376,DW368,216,1160
DW377,DW368,284,1808
DW379,DW368,257,1537
DW380,DW368,251,1550
DW381,DW368,275,1727
DW382,DW368,268,1606
DW383,DW368,285,1817
DW384,DW368,221,1161
DW385,DW368,280,1785
DW387,DW368,272,1554
DW388,DW368,284,1804
DW389,DW368,200,1027
DW390,DW368,220,1182
DW391,DW368,220,1178
DW392,DW368,221,1136
DW395,DW368,259,1178
DW396,DW368,264,1661
DW397,DW368,217,1148
DW398,DW368,165,788
DW401,DW368,218,1184
DW402,DW368,281,1884
DW405,DW368,247,1551
DW409,DW368,283,1543
DW410,DW368,213,1063
DW413,DW368,221,1142
DW414,DW368,194,1113
DW415,DW368,200,1096
DW418,DW368,239,1301
DW420,DW368,274,1706
DW423,DW368,285,1843
DW425,DW368,219,1134
DW427,DW368,215,1134
DW428,DW368,259,1584
DW429,DW368,157,810
DW430,DW368,278,1839
DW432,DW368,264,1919
DW433,DW368,287,1924
DW434,DW368,276,1771
DW435,DW368,277,1725
DW436,DW368,160,785
DW438,DW368,221,1171
DW439,DW368,280,1705
DW441,DW368,286,2007
DW442,DW368,276,1779
DW443,DW368,260,1592
DW444,DW368,223,1184
DW446,DW368,261,1626
DW448,DW368,214,1226
DW449,DW368,264,1657
DW450,DW368,279,1806
DW451,DW368,220,1155
DW452,DW368,261,1593
DW454,DW368,274,1899
DW456,DW368,240,1300
DW458,DW368,284,1847
DW460,DW368,249,1588
DW462,DW368,219,1180
DW463,DW368,211,1227
DW464,DW368,253,1639
DW481,DW368,263,1560
DW482,DW368,286,1982
DW483,DW368,265,1748
DW484,DW368,211,1144
DW485,DW368,209,1120
DW486,DW368,259,1486
DW487,DW368,185,1185
DW488,DW368,281,1852
DW489,DW368,288,1817
M2282,DW368,269,1710
M2300,DW368,259,1646
M2321,DW368,275,1730
M2341,DW368,272,1707
M30,DW368,255,1581
M6090,DW368,269,1625
M6151,DW368,269,1624
M6257,DW368,264,1750
M6270,DW368,273,1708
M6280,DW368,294,1971
M6282,DW368,227,1406
M6283,DW368,244,1515
M6284,DW368,271,1655
M6285,DW368,248,1733
M6286,DW368,263,1760
M6303,DW368,275,1675
M6312,DW368,267,1650
M6320,DW368,271,1769
M6327,DW368,260,1648
M6328,DW368,279,1716
M6475,DW368,262,1827
M6489,DW368,209,1132
M6593,DW368,269,1710
M6604,DW368,238,1561
M6711,DW368,154,833
M6713,DW368,251,1656
R32G,DW368,250,1609
TW10_5G,DW368,251,1611
TW10_6G,DW368,251,1611
TW48-5G,DW368,251,1610
UTMB_10G,DW368,251,1609
DW370,DW369,230,1433
DW371,DW369,247,1244
DW372,DW369,255,1414
DW373,DW369,250,1354
DW374,DW369,206,1462
DW375,DW369,244,1384
DW376,DW369,246,1425
DW377,DW369,255,1318
DW379,DW369,268,1516
DW380,DW369,257,1530
DW381,DW369,246,1316
DW382,DW369,268,1486
DW383,DW369,249,1302
DW384,DW369,250,1445
DW385,DW369,246,1353
DW387,DW369,284,1655
DW388,DW369,257,1310
DW389,DW369,237,1364
DW390,DW369,246,1453
DW391,DW369,246,1463
DW392,DW369,248,1439
DW395,DW369,233,759
DW396,DW369,290,1699
DW397,DW369,243,1446
DW398,DW369,200,1171
DW401,DW369,237,1464
DW402,DW369,267,1462
DW405,DW369,265,1613
DW409,DW369,267,1277
DW410,DW369,239,1328
DW413,DW369,246,1417
DW414,DW369,215,1391
DW415,DW369,242,1474
DW418,DW369,257,1551
DW420,DW369,251,1311
DW423,DW369,275,1478
DW425,DW369,242,1410
DW427,DW369,240,1429
DW428,DW369,271,1563
DW429,DW369,195,1179
DW430,DW369,256,1399
DW432,DW369,249,1510
DW433,DW369,274,1698
DW434,DW369,247,1343
DW435,DW369,238,1169
DW436,DW369,197,1169
DW438,DW369,248,1468
DW439,DW369,246,1316
DW441,DW369,263,1584
DW442,DW369,247,1339
DW443,DW369,268,1525
DW444,DW369,246,1462
DW446,DW369,282,1638
DW448,DW369,234,1513
DW449,DW369,257,1448
DW450,DW369,251,1416
DW451,DW369,246,1440
DW452,DW369,265,1591
DW454,DW369,262,1463
DW456,DW369,256,1555
DW458,DW369,260,1403
DW460,DW369,267,1637
DW462,DW369,244,1497
DW463,DW369,243,1535
DW464,DW369,248,1413
DW481,DW369,263,1437
DW482,DW369,261,1569
DW483,DW369,234,1317
DW484,DW369,239,1453
DW485,DW369,239,1402
DW486,DW369,271,1472
DW487,DW369,202,1493
DW488,DW369,277,1686
DW489,DW369,265,1557
M2282,DW369,226,1153
M2300,DW369,219,1114
M2321,DW369,256,1281
M2341,DW369,235,1253
M30,DW369,206,1037
M6090,DW369,227,1125
M6151,DW369,227,1072
M6257,DW369,245,1355
M6270,DW369,234,1122
M6280,DW369,289,1747
M6282,DW369,247,1526
M6283,DW369,261,1744
M6284,DW369,229,1107
M6285,DW369,243,1398
M6286,DW369,265,1602
M6303,DW369,241,1231
M6312,DW369,226,1121
M6320,DW369,236,1279
M6327,DW369,217,1119
M6328,DW369,243,1169
M6475,DW369,244,1420
M6489,DW369,235,1424
M6593,DW369,246,1279
M6604,DW369,250,1521
M6711,DW369,193,1194
M6713,DW369,277,1700
R32G,DW369,206,1060
TW10_5G,DW369,207,1061
TW10_6G,DW369,207,1062
TW48-5G,DW369,207,1057
UTMB_10G,DW369,207,1061
DW371,DW370,270,1877
DW372,DW370,233,1530
DW373,DW370,257,1700
DW374,DW370,90,327
DW375,DW370,246,1689
DW376,DW370,109,332
DW377,DW370,268,1895
DW379,DW370,258,1631
DW380,DW370,247,1658
DW381,DW370,271,1976
DW382,DW370,246,1541
DW383,DW370,270,1906
DW384,DW370,91,288
DW385,DW370,277,2015
DW387,DW370,247,1514
DW388,DW370,267,1888
DW389,DW370,214,1072
DW390,DW370,100,305
DW391,DW370,100,299
DW392,DW370,89,293
DW395,DW370,248,1279
DW396,DW370,275,1856
DW397,DW370,87,294
DW398,DW370,202,1057
DW401,DW370,96,316
DW402,DW370,286,2020
DW405,DW370,254,1762
DW409,DW370,271,1620
DW410,DW370,41,96
DW413,DW370,103,304
DW414,DW370,90,298
DW415,DW370,174,1015
DW418,DW370,134,498
DW420,DW370,271,1888
DW423,DW370,288,2057
DW425,DW370,93,264
DW427,DW370,87,250
DW428,DW370,257,1668
DW429,DW370,196,1058
DW430,DW370,279,2024
DW432,DW370,263,1905
DW433,DW370,273,1862
DW434,DW370,273,2020
DW435,DW370,273,1875
DW436,DW370,200,1047
DW438,DW370,98,311
DW439,DW370,277,1944
DW441,DW370,282,2096
DW442,DW370,273,2008
DW443,DW370,275,1820
DW444,DW370,101,301
DW446,DW370,270,1822
DW448,DW370,110,459
DW449,DW370,258,1761
DW450,DW370,270,1844
DW451,DW370,100,293
DW452,DW370,272,1778
DW454,DW370,284,2041
DW456,DW370,131,496
DW458,DW370,287,2013
DW460,DW370,260,1792
DW462,DW370,94,309
DW463,DW370,114,526
DW464,DW370,250,1724
DW481,DW370,243,1482
DW482,DW370,282,2074
DW483,DW370,264,1993
DW484,DW370,90,283
DW485,DW370,90,254
DW486,DW370,263,1648
DW487,DW370,100,472
DW488,DW370,263,1814
DW489,DW370,279,1890
M2282,DW370,268,1842
M2300,DW370,261,1856
M2321,DW370,264,1797
M2341,DW370,263,1886
M30,DW370,255,1781
M6090,DW370,263,1840
M6151,DW370,263,1820
M6257,DW370,262,1849
M6270,DW370,271,1886
M6280,DW370,282,2022
M6282,DW370,203,1270
M6283,DW370,237,1482
M6284,DW370,265,1856
M6285,DW370,271,1934
M6286,DW370,261,1852
M6303,DW370,274,1904
M6312,DW370,262,1865
M6320,DW370,276,1990
M6327,DW370,257,1832
M6328,DW370,275,1898
M6475,DW370,260,1846
M6489,DW370,81,259
M6593,DW370,257,1751
M6604,DW370,262,1927
M6711,DW370,194,1047
M6713,DW370,268,1869
R32G,DW370,248,1796
TW10_5G,DW370,249,1798
TW10_6G,DW370,249,1798
TW48-5G,DW370,249,1797
UTMB_10G,DW370,249,1797
DW372,DW371,269,1726
DW373,DW371,268,1591
DW374,DW371,235,1953
DW375,DW371,262,1708
DW376,DW371,293,1860
DW377,DW371,180,872
DW379,DW371,291,1834
DW380,DW371,285,1879
DW381,DW371,153,776
DW382,DW371,252,1577
DW383,DW371,210,1115
DW384,DW371,290,1927
DW385,DW371,163,843
DW387,DW371,297,1939
DW388,DW371,179,862
DW389,DW371,277,1684
DW390,DW371,289,1937
DW391,DW371,289,1944
DW392,DW371,291,1919
DW395,DW371,191,415
DW396,DW371,306,2084
DW397,DW371,286,1921
DW398,DW371,288,1889
DW401,DW371,264,1916
DW402,DW371,244,1438
DW405,DW371,285,1909
DW409,DW371,241,1228
DW410,DW371,284,1689
DW413,DW371,287,1864
DW414,DW371,259,1822
DW415,DW371,284,2023
DW418,DW371,284,1899
DW420,DW371,233,1139
DW423,DW371,253,1316
DW425,DW371,287,1880
DW427,DW371,287,1926
DW428,DW371,297,1913
DW429,DW371,284,1913
DW430,DW371,238,1260
DW432,DW371,222,1412
DW433,DW371,257,1596
DW434,DW371,157,843
DW435,DW371,133,484
DW436,DW371,287,1900
DW438,DW371,285,1919
DW439,DW371,163,744
DW441,DW371,248,1546
DW442,DW371,160,813
DW443,DW371,300,1896
DW444,DW371,289,1955
DW446,DW371,298,2019
DW448,DW371,279,1952
DW449,DW371,275,1817
DW450,DW371,230,1281
DW451,DW371,289,1897
DW452,DW371,246,1542
DW454,DW371,246,1439
DW456,DW371,283,1923
DW458,DW371,238,1277
DW460,DW371,288,2050
DW462,DW371,281,1947
DW463,DW371,290,2007
DW464,DW371,263,1771
DW481,DW371,247,1511
DW482,DW371,250,1519
DW483,DW371,150,797
DW484,DW371,285,1936
DW485,DW371,287,1898
DW486,DW371,301,1914
DW487,DW371,236,1933
DW488,DW371,276,1774
DW489,DW371,254,1463
M2282,DW371,137,663
M2300,DW371,126,596
M2321,DW371,203,1081
M2341,DW371,166,911
M30,DW371,113,540
M6090,DW371,134,584
M6151,DW371,134,583
M6257,DW371,199,1181
M6270,DW371,148,627
M6280,DW371,270,1667
M6282,DW371,295,2069
M6283,DW371,283,2162
M6284,DW371,132,628
M6285,DW371,226,1376
M6286,DW371,277,1837
M6303,DW371,148,748
M6312,DW371,134,609
M6320,DW371,218,1299
M6327,DW371,126,610
M6328,DW371,148,681
M6475,DW371,209,1283
M6489,DW371,281,1921
M6593,DW371,190,1054
M6604,DW371,232,1553
M6711,DW371,278,1950
M6713,DW371,298,2155
R32G,DW371,108,587
TW10_5G,DW371,110,590
TW10_6G,DW371,109,589
TW48-5G,DW371,109,583
UTMB_10G,DW371,109,587
DW373,DW372,220,1185
DW374,DW372,206,1512
DW375,DW372,89,385
DW376,DW372,251,1459
DW377,DW372,279,1800
DW379,DW372,227,1248
DW380,DW372,209,1262
DW381,DW372,267,1733
DW382,DW372,284,1757
DW383,DW372,266,1700
DW384,DW372,254,1526
DW385,DW372,272,1806
DW387,DW372,230,1418
DW388,DW372,281,1802
DW389,DW372,283,1770
DW390,DW372,256,1548
DW391,DW372,256,1552
DW392,DW372,253,1517
DW395,DW372,258,1100
DW396,DW372,200,1200
DW397,DW372,250,1514
DW398,DW372,241,1521
DW401,DW372,232,1544
DW402,DW372,283,1599
DW405,DW372,188,1120
DW409,DW372,290,1524
DW410,DW372,247,1414
DW413,DW372,254,1503
DW414,DW372,223,1479
DW415,DW372,241,1457
DW418,DW372,273,1662
DW420,DW372,279,1666
DW423,DW372,296,1715
DW425,DW372,254,1512
DW427,DW372,252,1497
DW428,DW372,223,1297
DW429,DW372,239,1534
DW430,DW372,288,1796
DW432,DW372,274,1707
DW433,DW372,285,1831
DW434,DW372,269,1823
DW435,DW372,267,1667
DW436,DW372,241,1501
DW438,DW372,256,1555
DW439,DW372,272,1726
DW441,DW372,281,1868
DW442,DW372,271,1809
DW443,DW372,193,1060
DW444,DW372,258,1547
DW446,DW372,194,1137
DW448,DW372,239,1434
DW449,DW372,111,447
DW450,DW372,281,1713
DW451,DW372,256,1515
DW452,DW372,268,1662
DW454,DW372,281,1624
DW456,DW372,272,1668
DW458,DW372,289,1820
DW460,DW372,182,1169
DW462,DW372,253,1573
DW463,DW372,244,1649
DW464,DW372,94,425
DW481,DW372,281,1715
DW482,DW372,277,1853
DW483,DW372,257,1770
DW484,DW372,246,1530
DW485,DW372,247,1497
DW486,DW372,208,1135
DW487,DW372,212,1643
DW488,DW372,284,1762
DW489,DW372,283,1744
M2282,DW372,256,1682
M2300,DW372,250,1635
M2321,DW372,276,1665
M2341,DW372,261,1646
M30,DW372,242,1560
M6090,DW372,258,1631
M6151,DW372,258,1590
M6257,DW372,265,1692
M6270,DW372,261,1651
M6280,DW372,297,1951
M6282,DW372,260,1867
M6283,DW372,245,1750
M6284,DW372,258,1673
M6285,DW372,249,1554
M6286,DW372,266,1754
M6303,DW372,261,1716
M6312,DW372,258,1624
M6320,DW372,254,1670
M6327,DW372,253,1631
M6328,DW372,272,1694
M6475,DW372,260,1607
M6489,DW372,244,1504
M6593,DW372,262,1638
M6604,DW372,248,1675
M6711,DW372,235,1549
M6713,DW372,188,1233
R32G,DW372,242,1576
TW10_5G,DW372,243,1577
TW10_6G,DW372,244,1578
TW48-5G,DW372,243,1573
UTMB_10G,DW372,243,1576
DW374,DW373,224,1691
DW375,DW373,213,1211
DW376,DW373,279,1670
DW377,DW373,272,1650
DW379,DW373,191,965
DW380,DW373,173,966
DW381,DW373,267,1597
DW382,DW373,277,1652
DW383,DW373,246,1447
DW384,DW373,279,1701
DW385,DW373,264,1645
DW387,DW373,265,1640
DW388,DW373,272,1636
DW389,DW373,278,1760
DW390,DW373,279,1710
DW391,DW373,279,1714
DW392,DW373,276,1684
DW395,DW373,241,983
DW396,DW373,242,1573
DW397,DW373,271,1682
DW398,DW373,265,1645
DW401,DW373,260,1708
DW402,DW373,274,1649
DW405,DW373,229,1471
DW409,DW373,273,1359
DW410,DW373,275,1584
DW413,DW373,277,1674
DW414,DW373,244,1658
DW415,DW373,258,1569
DW418,DW373,294,1831
DW420,DW373,263,1548
DW423,DW373,286,1660
DW425,DW373,275,1668
DW427,DW373,278,1687
DW428,DW373,187,987
DW429,DW373,259,1653
DW430,DW373,273,1670
DW432,DW373,264,1652
DW433,DW373,245,1530
DW434,DW373,264,1646
DW435,DW373,267,1563
DW436,DW373,264,1630
DW438,DW373,280,1723
DW439,DW373,264,1584
DW441,DW373,228,1448
DW442,DW373,263,1626
DW443,DW373,239,1431
DW444,DW373,281,1710
DW446,DW373,236,1568
DW448,DW373,260,1658
DW449,DW373,222,1269
DW450,DW373,265,1607
DW451,DW373,279,1686
DW452,DW373,278,1770
DW454,DW373,270,1637
DW456,DW373,292,1829
DW458,DW373,276,1674
DW460,DW373,235,1530
DW462,DW373,277,1732
DW463,DW373,268,1728
DW464,DW373,219,1245
DW481,DW373,272,1617
DW482,DW373,232,1433
DW483,DW373,248,1629
DW484,DW373,272,1691
DW485,DW373,278,1661
DW486,DW373,182,995
DW487,DW373,233,1735
DW488,DW373,276,1723
DW489,DW373,213,1230
M2282,DW373,254,1556
M2300,DW373,246,1514
M2321,DW373,263,1493
M2341,DW373,247,1431
M30,DW373,238,1441
M6090,DW373,251,1522
M6151,DW373,251,1464
M6257,DW373,260,1652
M6270,DW373,261,1508
M6280,DW373,293,1908
M6282,DW373,277,1933
M6283,DW373,264,1753
M6284,DW373,253,1501
M6285,DW373,254,1603
M6286,DW373,263,1697
M6303,DW373,257,1577
M6312,DW373,249,1524
M6320,DW373,262,1651
M6327,DW373,248,1498
M6328,DW373,266,1560
M6475,DW373,262,1612
M6489,DW373,271,1690
M6593,DW373,249,1431
M6604,DW373,262,1765
M6711,DW373,255,1663
M6713,DW373,246,1627
R32G,DW373,235,1436
TW10_5G,DW373,236,1438
TW10_6G,DW373,236,1438
TW48-5G,DW373,236,1435
UTMB_10G,DW373,236,1437
DW375,DW374,210,1666
DW376,DW374,104,342
DW377,DW374,230,1936
DW379,DW374,224,1637
DW380,DW374,216,1661
DW381,DW374,236,2001
DW382,DW374,216,1578
DW383,DW374,237,1948
DW384,DW374,69,219
DW385,DW374,238,2033
DW387,DW374,214,1504
DW388,DW374,231,1941
DW389,DW374,192,1098
DW390,DW374,94,318
DW391,DW374,94,316
DW392,DW374,72,212
DW395,DW374,215,1295
DW396,DW374,237,1838
DW397,DW374,71,223
DW398,DW374,177,1066
DW401,DW374,74,247
DW402,DW374,255,2027
DW405,DW374,223,1740
DW409,DW374,232,1637
DW410,DW374,91,308
DW413,DW374,95,318
DW414,DW374,87,336
DW415,DW374,155,1041
DW418,DW374,109,427
DW420,DW374,238,1911
DW423,DW374,260,2076
DW425,DW374,70,197
DW427,DW374,91,296
DW428,DW374,226,1676
DW429,DW374,174,1064
DW430,DW374,244,2066
DW432,DW374,232,1939
DW433,DW374,240,1924
DW434,DW374,236,2064
DW435,DW374,233,1899
DW436,DW374,175,1048
DW438,DW374,81,255
DW439,DW374,237,1964
DW441,DW374,251,2121
DW442,DW374,236,2030
DW443,DW374,233,1795
DW444,DW374,96,333
DW446,DW374,237,1814
DW448,DW374,106,489
DW449,DW374,227,1744
DW450,DW374,235,1882
DW451,DW374,94,314
DW452,DW374,238,1812
DW454,DW374,252,2067
DW456,DW374,107,437
DW458,DW374,248,2063
DW460,DW374,230,1802
DW462,DW374,74,234
DW463,DW374,103,562
DW464,DW374,213,1719
DW481,DW374,213,1534
DW482,DW374,252,2118
DW483,DW374,226,2016
DW484,DW374,88,298
DW485,DW374,89,276
DW486,DW374,229,1627
DW487,DW374,94,494
DW488,DW374,235,1853
DW489,DW374,251,1950
M2282,DW374,229,1876
M2300,DW374,224,1924
M2321,DW374,227,1837
M2341,DW374,221,1926
M30,DW374,219,1842
M6090,DW374,227,1874
M6151,DW374,227,1888
M6257,DW374,228,1915
M6270,DW374,230,1965
M6280,DW374,251,2065
M6282,DW374,172,1274
M6283,DW374,211,1503
M6284,DW374,222,1927
M6285,DW374,234,1953
M6286,DW374,230,1921
M6303,DW374,233,1935
M6312,DW374,227,1914
M6320,DW374,249,2031
M6327,DW374,222,1897
M6328,DW374,241,1971
M6475,DW374,229,1892
M6489,DW374,63,179
M6593,DW374,220,1792
M6604,DW374,231,1938
M6711,DW374,175,1075
M6713,DW374,233,1881
R32G,DW374,215,1869
TW10_5G,DW374,216,1874
TW10_6G,DW374,216,1871
TW48-5G,DW374,216,1870
UTMB_10G,DW374,216,1870
DW376,DW375,258,1634
DW377,DW375,269,1745
DW379,DW375,222,1263
DW380,DW375,206,1256
DW381,DW375,260,1695
DW382,DW375,282,1770
DW383,DW375,259,1654
DW384,DW375,262,1698
DW385,DW375,264,1754
DW387,DW375,229,1389
DW388,DW375,272,1728
DW389,DW375,284,1859
DW390,DW375,265,1710
DW391,DW375,265,1712
DW392,DW375,262,1676
DW395,DW375,254,1070
DW396,DW375,194,1125
DW397,DW375,258,1675
DW398,DW375,246,1631
DW401,DW375,243,1706
DW402,DW375,277,1565
DW405,DW375,179,1068
DW409,DW375,287,1559
DW410,DW375,260,1583
DW413,DW375,262,1672
DW414,DW375,232,1653
DW415,DW375,236,1398
DW418,DW375,278,1833
DW420,DW375,276,1661
DW423,DW375,294,1698
DW425,DW375,259,1648
DW427,DW375,264,1672
DW428,DW375,218,1310
DW429,DW375,244,1640
DW430,DW375,285,1793
DW432,DW375,261,1604
DW433,DW375,282,1884
DW434,DW375,260,1771
DW435,DW375,265,1662
DW436,DW375,246,1617
DW438,DW375,264,1720
DW439,DW375,264,1686
DW441,DW375,275,1825
DW442,DW375,260,1764
DW443,DW375,181,994
DW444,DW375,266,1696
DW446,DW375,186,1104
DW448,DW375,246,1621
DW449,DW375,63,156
DW450,DW375,272,1627
DW451,DW375,265,1671
DW452,DW375,254,1543
DW454,DW375,274,1554
DW456,DW375,279,1841
DW458,DW375,286,1783
DW460,DW375,177,1086
DW462,DW375,262,1733
DW463,DW375,251,1718
DW464,DW375,27,60
DW481,DW375,279,1738
DW482,DW375,273,1809
DW483,DW375,245,1739
DW484,DW375,254,1688
DW485,DW375,260,1654
DW486,DW375,202,1163
DW487,DW375,217,1730
DW488,DW375,271,1667
DW489,DW375,280,1748
M2282,DW375,249,1597
M2300,DW375,238,1558
M2321,DW375,269,1677
M2341,DW375,253,1551
M30,DW375,233,1492
M6090,DW375,248,1554
M6151,DW375,248,1516
M6257,DW375,258,1606
M6270,DW375,256,1591
M6280,DW375,296,1873
M6282,DW375,266,1885
M6283,DW375,243,1687
M6284,DW375,246,1566
M6285,DW375,247,1504
M6286,DW375,264,1645
M6303,DW375,255,1634
M6312,DW375,248,1541
M6320,DW375,247,1556
M6327,DW375,242,1545
M6328,DW375,265,1627
M6475,DW375,246,1515
M6489,DW375,253,1673
M6593,DW375,262,1641
M6604,DW375,244,1589
M6711,DW375,240,1621
M6713,DW375,184,1174
R32G,DW375,230,1506
TW10_5G,DW375,231,1512
TW10_6G,DW375,231,1508
TW48-5G,DW375,231,1506
UTMB_10G,DW375,231,1507
DW377,DW376,299,1869
DW379,DW376,277,1603
DW380,DW376,268,1618
DW381,DW376,297,1950
DW382,DW376,268,1530
DW383,DW376,300,1893
DW384,DW376,107,300
DW385,DW376,299,1983
DW387,DW376,265,1482
DW388,DW376,300,1868
DW389,DW376,234,1047
DW390,DW376,118,325
DW391,DW376,118,326
DW392,DW376,113,297
DW395,DW376,271,1277
DW396,DW376,290,1839
DW397,DW376,111,305
DW398,DW376,214,1036
DW401,DW376,113,329
DW402,DW376,310,1984
DW405,DW376,269,1755
DW409,DW376,288,1597
DW410,DW376,105,287
DW413,DW376,122,329
DW414,DW376,103,312
DW415,DW376,177,986
DW418,DW376,157,514
DW420,DW376,295,1880
DW423,DW376,312,2021
DW425,DW376,109,280
DW427,DW376,103,290
DW428,DW376,278,1641
DW429,DW376,213,1047
DW430,DW376,299,2016
DW432,DW376,281,1888
DW433,DW376,296,1860
DW434,DW376,296,1995
DW435,DW376,301,1853
DW436,DW376,212,1024
DW438,DW376,121,327
DW439,DW376,298,1915
DW441,DW376,301,2057
DW442,DW376,295,1982
DW443,DW376,290,1790
DW444,DW376,121,318
DW446,DW376,284,1801
DW448,DW376,120,410
DW449,DW376,277,1703
DW450,DW376,285,1833
DW451,DW376,118,315
DW452,DW376,284,1771
DW454,DW376,308,1996
DW456,DW376,153,526
DW458,DW376,306,2011
DW460,DW376,277,1776
DW462,DW376,118,329
DW463,DW376,126,517
DW464,DW376,264,1666
DW481,DW376,265,1486
DW482,DW376,302,2046
DW483,DW376,281,1954
DW484,DW376,101,293
